scene_id,object_count,front_object_count,vulnerable_count,vehicle_count,close_object_count,occluded_count,truncated_count,min_distance_m,mean_distance_m,min_lateral_abs_m,max_bbox_area_norm,mean_occlusion,mean_truncation,camera_quality_proxy,lidar_geometry_quality_proxy,uncertainty_proxy,risk_prior,max_abs_alpha,critical_scene,split
002032,2,1,0,2,0,0,0,65.306,68.844,1.78,0.000837,0.0,0.0,1.0,0.654,0.156,0.359,1.82,0,validation
002033,3,2,0,3,1,0,0,13.814,36.624,1.61,0.046671,0.0,0.0,1.0,0.927,0.033,0.574,2.96,0,train
002034,2,2,0,2,1,1,0,14.317,39.779,0.14,0.027122,0.5,0.0,0.65,0.674,0.339,0.514,1.75,0,test
002035,9,5,1,7,4,2,2,3.828,21.982,2.21,0.12073,0.185,0.221,0.117,0.813,0.57,0.663,2.94,1,train
002036,2,1,1,1,1,1,0,8.764,28.171,0.77,0.031903,0.5,0.0,0.65,0.704,0.326,0.866,1.88,1,test
002037,2,0,0,2,0,0,0,32.009,44.513,16.28,0.010516,0.0,0.0,1.0,0.831,0.076,0.367,2.1,0,train
002038,6,1,0,6,1,1,1,11.726,26.522,2.26,0.086786,0.333,0.1,0.377,0.771,0.446,0.576,3.1,0,train
002039,4,0,0,4,0,1,1,13.328,33.377,5.27,0.074374,0.25,0.23,0.169,0.763,0.564,0.504,2.78,0,train
002040,5,1,0,5,1,0,1,16.44,32.052,0.03,0.013307,0.067,0.124,0.48,0.83,0.362,0.629,2.27,0,validation
002041,7,0,0,7,0,4,1,5.761,21.376,3.73,0.081432,0.381,0.124,0.201,0.803,0.528,0.611,3.11,0,validation
002042,9,6,9,0,6,3,0,6.91,15.832,0.25,0.031902,0.222,0.004,0.741,0.797,0.234,0.744,2.25,1,train
002043,3,1,0,3,0,0,0,25.364,33.98,2.28,0.013084,0.111,0.0,0.883,0.782,0.162,0.438,2.78,0,train
002044,13,5,0,13,1,3,0,11.808,37.438,0.69,0.04964,0.256,0.0,0.65,0.687,0.333,0.515,1.89,0,test
002045,6,4,5,1,4,2,0,12.78,15.649,2.16,0.045056,0.389,0.0,0.767,0.766,0.234,0.704,1.9,1,validation
002046,4,2,0,4,0,1,0,21.819,37.539,1.29,0.022039,0.167,0.0,0.767,0.718,0.255,0.477,2.33,0,train
002047,3,1,0,3,1,1,0,7.568,36.111,3.26,0.168394,0.222,0.047,0.676,0.793,0.271,0.552,2.03,1,train
002048,4,2,1,3,2,2,0,11.404,20.796,2.25,0.045146,0.333,0.0,0.767,0.773,0.231,0.754,2.58,1,test
002049,5,4,1,4,1,0,1,5.857,29.199,1.24,0.165984,0.067,0.136,0.441,0.886,0.359,0.616,1.81,1,train
002050,20,5,1,19,1,16,2,5.528,26.362,1.27,0.143489,0.567,0.079,0.202,0.721,0.565,0.632,2.95,1,train
002051,5,5,0,5,2,3,0,17.795,27.756,2.11,0.013406,0.467,0.0,0.767,0.739,0.246,0.508,1.71,1,test
002052,6,1,0,4,0,1,1,6.563,26.978,0.43,0.321393,0.167,0.13,0.26,0.799,0.498,0.519,1.58,0,validation
002053,1,0,0,1,0,0,0,48.149,48.149,4.48,0.001566,0.0,0.0,1.0,0.745,0.115,0.28,1.53,0,train
002054,5,3,0,5,1,1,0,10.852,26.579,0.21,0.049379,0.333,0.0,0.65,0.693,0.331,0.559,2.95,1,train
002055,1,0,0,1,0,0,0,57.983,57.983,3.92,0.001174,0.0,0.0,1.0,0.693,0.138,0.28,1.63,0,train
002056,4,1,0,4,0,1,1,19.195,35.825,0.81,0.019651,0.25,0.158,0.24,0.648,0.576,0.582,2.25,0,validation
002057,5,2,0,5,1,0,0,13.451,24.821,1.02,0.047029,0.2,0.0,0.883,0.845,0.134,0.501,1.81,0,train
002058,1,1,1,0,1,0,0,7.819,7.819,0.55,0.025173,0.0,0.0,1.0,0.959,0.019,0.803,1.73,1,train
002059,1,1,1,0,1,0,0,8.975,8.975,0.51,0.02935,0.0,0.0,1.0,0.952,0.021,0.797,3.11,1,train
002060,8,4,0,7,2,4,1,10.3,21.045,0.0,0.086585,0.5,0.111,0.072,0.695,0.648,0.646,3.0,0,test
002061,2,0,0,2,0,1,0,17.256,24.521,4.15,0.01687,0.333,0.0,0.767,0.742,0.244,0.465,1.69,0,train
002062,6,5,0,6,4,1,1,2.992,15.665,2.51,0.097864,0.167,0.167,0.117,0.817,0.568,0.679,1.88,1,train
002063,11,3,10,1,3,6,3,9.195,23.579,1.56,0.043543,0.606,0.187,0.13,0.701,0.613,0.803,3.12,1,test
002064,2,1,0,2,0,1,0,10.947,24.076,3.4,0.070703,0.333,0.0,0.767,0.775,0.229,0.507,1.95,0,train
002065,2,0,2,0,0,0,0,22.179,22.318,5.23,0.002954,0.0,0.0,1.0,0.883,0.053,0.572,1.34,0,train
002066,1,0,0,1,0,0,0,60.384,60.384,3.54,0.001027,0.0,0.0,1.0,0.68,0.144,0.28,1.69,0,validation
002067,14,4,0,14,2,7,1,6.046,23.012,2.2,0.099609,0.405,0.076,0.085,0.718,0.63,0.609,2.96,1,train
002068,6,5,0,6,3,0,1,7.326,21.389,2.89,0.325653,0.111,0.073,0.597,0.878,0.276,0.588,1.98,1,train
002069,2,0,0,2,0,0,0,49.242,61.297,4.77,0.001582,0.0,0.0,1.0,0.739,0.117,0.28,1.67,0,test
002070,5,1,0,5,1,0,0,24.246,36.767,0.53,0.018601,0.133,0.024,0.805,0.788,0.202,0.554,2.21,0,validation
002071,8,6,7,1,4,2,0,6.793,18.34,0.76,0.378574,0.25,0.026,0.572,0.714,0.364,0.764,2.3,1,test
002072,5,4,0,5,2,1,0,8.424,25.318,0.18,0.106867,0.2,0.0,0.767,0.789,0.223,0.551,1.77,1,test
002073,4,2,3,1,2,1,1,5.273,11.562,2.56,0.092573,0.167,0.098,0.526,0.805,0.348,0.729,2.67,1,validation
002074,4,2,0,4,0,1,1,6.858,38.477,0.03,0.141958,0.167,0.152,0.37,0.797,0.438,0.583,1.59,0,train
002075,1,0,1,0,0,0,0,41.193,41.193,8.81,0.001076,0.0,0.0,1.0,0.782,0.098,0.445,1.81,0,train
002076,6,1,4,2,0,0,0,24.709,36.019,1.38,0.021461,0.167,0.0,0.883,0.786,0.161,0.532,2.5,0,test
002077,10,3,0,10,2,5,1,10.354,22.657,1.09,0.058467,0.367,0.099,0.123,0.779,0.582,0.59,2.67,1,train
002078,4,2,0,4,1,0,0,13.34,21.941,1.49,0.038708,0.083,0.0,0.883,0.846,0.133,0.501,1.82,0,train
002079,5,1,0,5,0,1,1,6.013,21.331,0.61,0.103264,0.333,0.18,0.065,0.718,0.641,0.692,2.27,0,train
002080,8,1,1,7,0,3,2,5.505,15.45,3.15,0.180135,0.375,0.216,0.13,0.804,0.567,0.622,3.02,1,validation
002081,6,2,0,6,2,4,1,3.297,19.73,2.86,0.173593,0.5,0.17,0.117,0.816,0.569,0.667,2.48,1,train
002082,9,3,0,9,2,2,1,8.986,27.826,1.5,0.172823,0.222,0.047,0.377,0.702,0.477,0.612,2.88,1,train
002083,4,1,0,4,0,0,0,26.855,47.126,0.51,0.006103,0.25,0.0,0.883,0.774,0.166,0.538,2.0,0,test
002084,7,0,2,5,0,0,0,20.914,44.743,3.99,0.009838,0.143,0.0,0.883,0.806,0.151,0.538,3.08,0,validation
002085,9,0,0,9,0,3,1,7.514,17.644,3.54,0.147279,0.37,0.116,0.292,0.794,0.482,0.588,2.25,0,validation
002086,9,5,0,9,3,3,1,4.01,21.633,3.1,0.099355,0.37,0.133,0.117,0.812,0.57,0.674,2.43,1,train
002087,3,1,0,3,1,1,0,23.446,26.704,1.89,0.011281,0.222,0.0,0.767,0.709,0.259,0.497,1.67,0,validation
002088,12,5,1,11,2,9,0,10.103,26.416,0.25,0.108634,0.611,0.021,0.488,0.697,0.418,0.613,2.25,1,validation
002089,2,1,0,2,1,1,1,13.581,18.134,1.57,0.050103,0.5,0.405,0.123,0.678,0.627,0.578,0.93,0,train
002090,3,1,0,3,0,1,0,24.907,36.321,0.05,0.021884,0.333,0.07,0.514,0.618,0.439,0.511,2.2,0,train
002091,3,0,1,2,0,1,1,6.826,18.663,4.11,0.051986,0.444,0.217,0.351,0.714,0.486,0.69,2.51,0,validation
002092,9,1,1,8,0,1,1,26.063,37.268,0.37,0.009713,0.185,0.058,0.423,0.612,0.492,0.549,2.38,0,validation
002093,4,2,0,4,1,0,1,4.684,16.219,3.04,0.11111,0.167,0.242,0.253,0.892,0.46,0.641,2.16,1,test
002094,2,0,1,1,0,1,0,22.676,23.155,5.73,0.021031,0.5,0.125,0.488,0.63,0.448,0.569,2.21,0,train
002095,14,2,10,4,1,1,1,7.295,19.621,0.72,0.065499,0.19,0.034,0.526,0.795,0.353,0.714,2.27,1,validation
002096,11,2,2,9,0,2,0,10.411,41.686,1.56,0.072173,0.303,0.021,0.617,0.778,0.31,0.608,3.07,0,train
002097,6,2,0,6,0,0,0,18.303,47.416,2.13,0.035819,0.167,0.0,0.883,0.82,0.145,0.458,2.44,0,train
002098,4,4,0,4,1,1,0,13.794,28.561,0.42,0.024473,0.25,0.0,0.767,0.76,0.236,0.539,1.62,0,train
002099,2,1,0,2,0,0,0,32.381,47.928,3.12,0.01159,0.167,0.0,0.883,0.745,0.179,0.408,1.8,0,validation
002100,1,1,0,1,0,0,0,40.24,40.24,0.08,0.004797,0.333,0.0,0.883,0.704,0.198,0.495,0.15,0,train
002101,8,2,1,6,1,2,0,8.843,25.79,0.67,0.128831,0.333,0.0,0.767,0.787,0.224,0.645,2.87,0,train
002102,9,3,0,9,2,4,1,9.794,21.279,2.74,0.083895,0.444,0.083,0.254,0.698,0.546,0.593,2.89,1,validation
002103,6,6,0,5,4,0,1,5.373,18.958,2.31,0.160884,0.167,0.133,0.363,0.888,0.4,0.671,2.07,1,train
002104,3,1,0,2,0,0,0,30.576,39.041,0.7,0.00994,0.111,0.053,0.779,0.755,0.232,0.481,1.9,0,validation
002105,14,4,0,13,1,1,2,6.625,30.434,0.01,0.142742,0.214,0.109,0.136,0.715,0.603,0.599,2.07,0,train
002106,15,7,0,15,5,9,0,7.424,23.248,2.62,0.167417,0.511,0.031,0.455,0.711,0.43,0.563,2.88,1,train
002107,11,7,0,11,3,1,2,6.516,30.606,0.89,0.181945,0.212,0.09,0.377,0.799,0.433,0.595,2.12,1,train
002108,1,1,1,0,1,0,0,9.078,9.078,2.42,0.018885,0.0,0.0,1.0,0.952,0.022,0.709,1.69,1,train
002109,3,1,0,3,1,1,1,6.321,25.498,2.49,0.163076,0.222,0.15,0.474,0.8,0.379,0.62,2.05,1,test
002110,10,0,2,8,0,1,2,12.88,36.068,6.35,0.025843,0.233,0.153,0.039,0.682,0.672,0.649,2.29,0,test
002111,3,3,0,3,1,0,1,5.312,29.922,2.59,0.156985,0.0,0.257,0.499,0.972,0.288,0.634,2.08,1,test
002112,8,3,3,5,1,1,1,6.414,31.119,2.52,0.085675,0.125,0.117,0.156,0.799,0.555,0.612,1.83,1,train
002113,5,1,0,4,0,0,0,26.706,48.661,0.28,0.016327,0.0,0.014,0.955,0.859,0.089,0.434,2.21,0,test
002114,4,2,1,2,2,0,0,6.762,18.01,0.63,0.104818,0.083,0.0,0.883,0.881,0.118,0.7,2.64,1,validation
002115,3,1,0,3,0,0,0,45.131,57.051,0.69,0.00496,0.111,0.0,0.883,0.678,0.209,0.408,2.86,0,train
002116,2,0,0,2,0,0,0,33.623,38.204,7.29,0.063413,0.0,0.065,0.915,0.822,0.127,0.366,1.71,0,validation
002117,1,1,1,0,1,0,0,7.968,7.968,1.85,0.025666,0.0,0.0,1.0,0.958,0.019,0.742,2.49,1,train
002118,4,1,0,4,1,2,0,22.789,36.779,0.97,0.07168,0.5,0.0,0.65,0.629,0.359,0.612,2.01,0,train
002119,6,0,0,6,0,0,0,15.199,27.895,3.91,0.046524,0.167,0.0,0.883,0.836,0.138,0.479,2.13,0,train
002120,1,0,0,1,0,0,0,13.664,13.664,4.36,0.043121,0.0,0.0,1.0,0.928,0.033,0.489,0.12,0,train
002121,2,0,0,2,0,0,0,18.855,30.769,3.59,0.078667,0.0,0.0,1.0,0.9,0.045,0.454,1.96,0,validation
002122,2,0,0,2,0,1,0,14.886,16.089,6.25,0.060144,0.5,0.0,0.767,0.755,0.239,0.518,0.6,0,validation
002123,3,2,0,3,2,1,0,8.934,27.511,0.03,0.048322,0.222,0.0,0.767,0.786,0.225,0.686,1.6,1,train
002124,5,1,3,2,1,2,1,4.612,16.715,3.17,0.109881,0.333,0.192,0.143,0.809,0.558,0.681,1.6,1,train
002125,2,1,0,2,1,0,0,24.51,48.406,0.69,0.00583,0.0,0.0,1.0,0.87,0.058,0.545,1.66,0,validation
002126,14,2,0,14,1,4,1,14.942,33.749,0.59,0.026556,0.333,0.063,0.195,0.754,0.554,0.593,2.41,0,validation
002127,3,2,0,2,0,0,0,8.994,29.16,3.05,0.119726,0.0,0.0,1.0,0.952,0.021,0.52,1.94,0,train
002128,7,2,1,6,0,0,1,7.462,26.093,0.36,0.225046,0.143,0.074,0.649,0.877,0.248,0.63,2.23,0,test
002129,13,3,0,13,0,3,0,16.932,39.242,0.12,0.044097,0.282,0.0,0.767,0.744,0.244,0.467,2.74,0,train
002130,6,2,0,6,2,2,0,7.519,23.273,2.67,0.139009,0.278,0.028,0.656,0.794,0.282,0.572,1.98,1,train
002131,4,0,0,4,0,0,1,12.623,22.202,3.83,0.046587,0.25,0.19,0.389,0.85,0.403,0.583,2.56,0,validation
002132,4,4,0,4,1,2,0,20.59,28.685,2.03,0.00946,0.417,0.0,0.767,0.724,0.252,0.513,1.7,0,validation
002133,4,0,3,0,0,0,0,8.898,16.366,5.03,0.049123,0.0,0.0,1.0,0.953,0.021,0.631,2.18,0,train
002134,14,7,0,14,5,10,2,6.016,19.808,2.64,0.16481,0.571,0.104,0.182,0.718,0.577,0.627,2.86,1,train
002135,15,3,1,14,1,10,1,9.952,24.423,2.62,0.080782,0.489,0.047,0.189,0.697,0.583,0.583,2.99,0,train
002136,6,0,0,5,0,5,2,14.306,28.967,9.23,0.0401,0.833,0.182,0.26,0.674,0.554,0.613,1.77,0,test
002137,4,3,0,4,2,0,1,4.336,15.736,1.23,0.157574,0.0,0.27,0.363,0.977,0.361,0.653,2.37,1,train
002138,4,0,0,4,0,2,1,7.319,20.001,3.64,0.157259,0.417,0.105,0.494,0.795,0.371,0.565,2.04,0,train
002139,10,1,0,9,1,2,1,11.882,28.269,0.12,0.043128,0.3,0.084,0.221,0.77,0.532,0.602,1.56,0,train
002140,7,1,0,5,0,2,1,5.495,26.319,0.45,0.291715,0.286,0.136,0.149,0.804,0.556,0.539,1.58,0,train
002141,2,0,0,2,0,0,1,8.579,16.551,5.54,0.098579,0.0,0.38,0.506,0.955,0.292,0.584,2.46,0,train
002142,12,5,0,12,1,1,0,12.01,33.86,0.59,0.046036,0.25,0.0,0.767,0.77,0.232,0.523,1.75,0,test
002143,3,0,0,2,0,0,0,14.133,37.888,4.34,0.027068,0.0,0.0,1.0,0.925,0.034,0.486,1.71,0,train
002144,1,1,1,0,1,0,0,8.994,8.994,1.71,0.01816,0.0,0.0,1.0,0.952,0.021,0.742,1.88,1,train
002145,6,4,0,6,3,1,1,5.694,22.259,0.31,0.162814,0.167,0.112,0.331,0.803,0.456,0.634,1.95,1,train
002146,1,0,0,1,0,0,0,39.311,39.311,8.23,0.005451,0.333,0.0,0.883,0.709,0.195,0.345,2.98,0,train
002147,15,4,1,14,2,10,1,6.676,25.436,0.49,0.1251,0.556,0.053,0.136,0.715,0.603,0.679,2.41,1,train
002148,1,0,0,1,0,0,0,28.711,28.711,4.6,0.005467,0.0,0.0,1.0,0.848,0.068,0.389,1.79,0,test
002149,6,6,6,0,4,0,0,6.384,20.921,1.17,0.095141,0.056,0.027,0.779,0.883,0.174,0.713,2.0,1,test
002150,9,0,0,9,0,6,1,9.238,23.302,4.56,0.095592,0.556,0.071,0.351,0.784,0.454,0.596,2.84,0,train
002151,6,1,0,4,0,0,0,15.628,31.12,0.73,0.114216,0.167,0.0,0.883,0.834,0.139,0.476,1.58,0,validation
002152,11,6,0,11,4,2,2,3.116,24.745,2.7,0.158465,0.242,0.135,0.117,0.817,0.568,0.665,2.71,1,test
002153,10,6,2,8,2,0,1,3.608,33.213,2.09,0.104187,0.033,0.101,0.233,0.898,0.468,0.665,2.44,1,train
002154,1,0,0,1,0,0,0,59.578,59.578,3.58,0.001033,0.0,0.0,1.0,0.685,0.142,0.28,1.66,0,train
002155,15,1,0,15,1,5,0,11.425,34.747,0.34,0.17792,0.356,0.03,0.565,0.773,0.341,0.611,2.49,0,train
002156,11,10,11,0,9,3,1,4.055,14.391,0.06,0.109925,0.303,0.074,0.487,0.812,0.367,0.833,3.03,1,validation
002157,11,8,1,10,4,4,1,4.241,32.081,0.0,0.135549,0.333,0.087,0.143,0.811,0.557,0.659,2.28,1,validation
002158,7,4,0,7,3,3,1,4.602,18.964,2.47,0.077777,0.333,0.141,0.123,0.809,0.568,0.629,2.37,1,test
002159,1,1,1,0,1,0,0,7.517,7.517,1.14,0.033628,0.0,0.0,1.0,0.96,0.018,0.778,2.98,1,validation
002160,9,6,8,1,4,1,0,7.06,19.342,0.97,0.16639,0.111,0.006,0.734,0.796,0.238,0.71,2.35,1,train
002161,9,4,2,7,4,4,2,3.761,18.809,3.06,0.155785,0.296,0.184,0.117,0.813,0.57,0.641,2.29,1,test
002162,1,0,0,1,0,0,0,26.872,26.872,10.3,0.011063,0.0,0.0,1.0,0.858,0.064,0.401,1.92,0,train
002163,4,1,0,4,0,1,1,24.831,39.756,2.51,0.006227,0.25,0.203,0.123,0.619,0.654,0.559,2.3,0,test
002164,4,1,2,2,0,0,0,14.613,34.369,1.01,0.023441,0.167,0.0,0.883,0.839,0.136,0.623,3.08,0,validation
002165,2,1,0,2,0,0,0,39.522,57.797,0.69,0.004871,0.167,0.0,0.883,0.707,0.196,0.408,2.06,0,test
002166,3,0,0,3,0,1,0,22.299,52.88,5.01,0.084033,0.444,0.0,0.65,0.632,0.358,0.458,2.01,0,test
002167,7,0,1,6,0,0,1,13.551,36.196,7.93,0.046225,0.095,0.101,0.422,0.845,0.388,0.546,2.37,0,train
002168,9,1,0,9,0,5,1,11.195,24.745,3.32,0.053117,0.481,0.069,0.247,0.691,0.553,0.635,2.93,0,train
002169,9,4,0,9,4,5,1,4.79,21.359,2.11,0.11583,0.407,0.102,0.169,0.808,0.544,0.643,2.99,1,train
002170,5,1,0,5,0,0,0,47.43,57.148,1.2,0.004956,0.067,0.0,0.883,0.666,0.215,0.385,2.23,0,validation
002171,14,2,10,4,1,2,0,16.813,33.044,0.72,0.012575,0.19,0.004,0.734,0.744,0.261,0.672,2.69,1,train
002172,8,3,0,8,1,2,0,12.475,38.552,0.08,0.04244,0.25,0.029,0.617,0.767,0.315,0.564,2.4,0,test
002173,10,1,0,9,0,2,1,8.025,27.045,0.62,0.095138,0.333,0.079,0.175,0.708,0.585,0.585,1.57,0,validation
002174,2,1,0,2,0,0,0,39.026,54.595,3.26,0.007845,0.167,0.0,0.883,0.71,0.195,0.357,1.81,0,validation
002175,16,2,12,4,1,1,0,8.832,19.642,0.72,0.034454,0.188,0.022,0.63,0.787,0.299,0.733,2.29,1,test
002176,9,5,1,8,2,1,0,6.606,29.979,0.2,0.048387,0.259,0.018,0.663,0.798,0.276,0.715,2.2,1,test
002177,10,5,0,10,4,1,2,4.02,23.758,3.15,0.131465,0.3,0.139,0.117,0.812,0.57,0.643,2.64,1,train
002178,1,1,1,0,1,0,0,7.683,7.683,1.62,0.035528,0.0,0.0,1.0,0.959,0.018,0.755,2.9,1,test
002179,1,1,0,1,1,0,0,20.593,20.593,2.25,0.009799,0.0,0.0,1.0,0.891,0.049,0.5,1.72,0,test
002180,5,5,5,0,4,0,0,5.252,16.381,2.15,0.050211,0.0,0.05,0.838,0.972,0.102,0.753,2.04,1,train
002181,13,4,1,12,2,9,0,10.013,23.428,0.07,0.123937,0.513,0.0,0.65,0.697,0.329,0.598,2.34,1,validation
002182,9,2,0,9,1,1,1,12.703,30.046,0.96,0.062592,0.259,0.048,0.487,0.766,0.387,0.53,1.57,0,train
002183,7,3,0,7,2,3,1,7.345,22.312,2.44,0.140756,0.333,0.059,0.5,0.794,0.367,0.564,2.04,0,train
002184,2,0,0,2,0,0,1,11.878,32.21,6.95,0.014772,0.167,0.46,0.285,0.854,0.459,0.574,2.99,0,test
002185,7,4,0,7,2,3,0,8.222,29.442,1.13,0.098981,0.333,0.0,0.767,0.79,0.223,0.559,2.86,1,test
002186,1,1,0,1,0,0,0,37.242,37.242,2.89,0.002422,0.0,0.0,1.0,0.803,0.089,0.36,1.65,0,train
002187,10,0,0,10,0,3,2,4.313,17.192,3.56,0.133466,0.367,0.15,0.117,0.811,0.571,0.658,2.56,0,test
002188,3,0,0,3,0,1,0,50.059,53.599,13.95,0.01701,0.444,0.0,0.65,0.485,0.424,0.36,1.98,0,test
002189,5,4,5,0,4,0,0,13.451,18.603,3.07,0.008132,0.0,0.0,1.0,0.929,0.032,0.638,1.69,1,validation
002190,1,0,0,1,0,0,0,55.738,55.738,7.36,0.002015,0.0,0.0,1.0,0.705,0.133,0.28,1.94,0,validation
002191,2,0,0,2,0,0,0,14.206,30.716,7.84,0.064656,0.167,0.12,0.727,0.841,0.221,0.504,2.98,0,validation
002192,1,0,0,1,0,0,0,30.02,30.02,4.76,0.005465,0.0,0.0,1.0,0.841,0.072,0.38,1.71,0,train
002193,5,5,0,5,2,0,2,3.814,23.682,2.5,0.144163,0.067,0.274,0.246,0.896,0.461,0.679,2.25,1,validation
002194,15,2,1,14,1,11,2,7.186,23.883,0.04,0.158221,0.622,0.083,0.247,0.712,0.544,0.662,2.26,0,validation
002195,5,4,0,5,1,0,0,20.542,31.073,1.0,0.011942,0.133,0.0,0.883,0.808,0.151,0.493,1.79,0,validation
002196,1,0,0,1,0,0,0,40.399,40.399,11.89,0.002346,0.0,0.0,1.0,0.786,0.096,0.311,1.64,0,validation
002197,1,0,0,1,0,0,0,28.455,28.455,6.68,0.004756,0.0,0.0,1.0,0.849,0.068,0.39,1.62,0,test
002198,3,0,0,3,0,2,0,26.947,31.35,8.32,0.010423,0.556,0.0,0.767,0.691,0.268,0.427,2.89,0,validation
002199,8,3,2,6,3,0,1,6.321,28.301,0.14,0.205746,0.25,0.051,0.617,0.883,0.263,0.667,2.45,1,test
002200,8,4,1,7,1,1,2,5.14,26.165,0.29,0.138689,0.167,0.225,0.143,0.806,0.559,0.633,3.02,1,test
002201,7,1,0,7,1,4,2,5.289,22.06,0.4,0.101839,0.476,0.203,0.026,0.722,0.661,0.648,1.57,0,train
002202,4,2,0,4,0,1,0,32.381,44.017,0.11,0.007742,0.167,0.0,0.767,0.662,0.28,0.488,2.07,0,train
002203,1,0,0,1,0,0,0,44.996,44.996,7.6,0.003541,0.333,0.0,0.883,0.678,0.209,0.307,2.97,0,train
002204,1,0,0,1,0,0,0,80.017,80.017,6.89,0.000499,0.0,0.0,1.0,0.576,0.191,0.28,1.59,0,train
002205,13,1,0,13,0,3,2,6.296,35.668,0.1,0.110488,0.282,0.144,0.149,0.8,0.558,0.612,2.36,0,validation
002206,8,5,7,1,5,0,0,9.949,18.058,0.61,0.020071,0.125,0.0,0.883,0.864,0.125,0.786,1.8,1,test
002207,3,1,0,3,1,0,1,17.171,20.148,1.34,0.038631,0.222,0.173,0.545,0.826,0.328,0.59,2.68,0,test
002208,1,0,0,1,0,0,0,38.7,38.7,8.16,0.004957,0.333,0.0,0.883,0.712,0.194,0.349,2.94,0,train
002209,9,4,0,9,2,3,1,5.312,28.169,1.55,0.22283,0.333,0.102,0.052,0.722,0.647,0.62,2.88,1,train
002210,7,1,1,6,1,2,1,5.91,38.247,0.71,0.294623,0.238,0.14,0.13,0.802,0.568,0.619,2.6,0,train
002211,6,1,1,5,1,3,1,5.873,20.894,1.58,0.090424,0.389,0.157,0.039,0.719,0.655,0.696,2.26,0,train
002212,13,1,0,13,0,6,1,14.676,37.146,0.18,0.032617,0.359,0.048,0.364,0.756,0.46,0.531,2.3,0,train
002213,2,2,0,1,1,0,0,24.616,33.745,3.1,0.005275,0.0,0.0,1.0,0.87,0.059,0.354,1.79,0,test
002214,6,4,0,6,2,1,1,8.787,24.103,0.14,0.093592,0.222,0.072,0.487,0.787,0.378,0.562,2.21,1,train
002215,4,1,0,4,1,0,1,14.113,21.297,3.47,0.066282,0.25,0.098,0.63,0.842,0.275,0.514,2.86,0,test
002216,11,4,1,10,2,5,2,8.195,25.65,0.27,0.112525,0.394,0.15,0.156,0.707,0.596,0.638,2.82,1,train
002217,6,1,0,6,1,0,1,12.592,34.542,0.1,0.266811,0.0,0.11,0.571,0.933,0.266,0.596,1.55,0,train
002218,4,0,0,4,0,0,0,10.078,25.271,3.62,0.070537,0.25,0.0,0.883,0.863,0.126,0.513,1.78,0,train
002219,9,2,0,9,2,4,2,5.06,16.213,3.38,0.121672,0.407,0.218,0.123,0.807,0.569,0.652,2.46,1,train
002220,1,1,0,1,0,0,0,68.895,68.895,0.83,0.000718,0.0,0.0,1.0,0.635,0.164,0.402,1.66,0,validation
002221,5,4,0,5,2,1,0,8.066,28.079,1.15,0.167314,0.2,0.012,0.728,0.791,0.244,0.547,1.98,1,test
002222,1,0,0,1,0,0,0,74.573,74.573,6.49,0.000605,0.0,0.0,1.0,0.605,0.178,0.28,1.61,0,train
002223,7,2,0,7,2,1,2,6.922,23.102,2.08,0.077556,0.238,0.204,0.182,0.713,0.579,0.591,2.44,0,train
002224,3,1,0,3,0,0,0,24.034,47.371,2.14,0.011593,0.0,0.0,1.0,0.873,0.057,0.42,1.94,0,train
002225,9,2,0,9,0,5,1,9.979,28.06,2.99,0.082604,0.444,0.049,0.364,0.697,0.486,0.573,3.13,0,train
002226,1,0,1,0,0,0,0,10.167,10.167,4.73,0.01732,0.333,0.0,0.883,0.863,0.126,0.679,2.63,0,train
002227,6,0,2,4,0,2,0,17.26,31.457,7.78,0.037579,0.389,0.0,0.65,0.659,0.346,0.54,2.85,0,train
002228,6,2,0,6,1,1,0,23.216,43.276,0.54,0.016298,0.167,0.0,0.767,0.71,0.259,0.557,2.04,0,validation
002229,5,2,0,5,0,0,1,30.383,57.997,0.0,0.01059,0.067,0.128,0.467,0.756,0.403,0.44,2.2,0,train
002230,10,3,0,10,1,9,1,8.702,26.354,0.03,0.223439,0.8,0.049,0.351,0.704,0.49,0.605,2.32,0,train
002231,2,1,0,2,1,0,1,13.164,17.832,0.08,0.33817,0.0,0.31,0.597,0.93,0.253,0.586,1.53,0,validation
002232,6,3,1,5,1,0,1,7.092,30.833,0.32,0.154054,0.111,0.082,0.565,0.879,0.294,0.572,1.99,0,validation
002233,5,3,1,4,2,0,0,16.62,33.26,0.33,0.028927,0.133,0.0,0.883,0.829,0.141,0.595,1.9,1,train
002234,7,4,0,7,3,1,0,8.5,19.45,2.48,0.130254,0.286,0.009,0.728,0.788,0.245,0.541,2.04,1,train
002235,2,0,0,2,0,0,0,17.482,39.625,7.08,0.040516,0.167,0.0,0.883,0.824,0.143,0.463,2.7,0,train
002236,3,3,0,3,1,0,0,16.294,28.194,2.35,0.020844,0.222,0.0,0.883,0.83,0.14,0.477,1.9,0,test
002237,6,5,0,5,3,1,1,6.856,27.209,0.57,0.18934,0.278,0.075,0.474,0.797,0.381,0.593,1.97,1,train
002238,1,1,0,1,0,0,0,76.656,76.656,3.19,0.00053,0.0,0.0,1.0,0.594,0.183,0.294,1.6,0,validation
002239,4,2,0,4,1,2,1,5.914,33.463,1.55,0.113223,0.5,0.2,0.13,0.719,0.605,0.687,3.02,1,validation
